Value,Quarter,Year,Age,Gender,Started,Profession,Grade,Company,City,Skill,Industry,SourceType,Created
550000,4,2024,,,,Информационная безопасность,Middle,Local,Astana,,Другое | Other,,2024-11-06 16:38:18
500000,4,2024,,,,Business Analyst (BA),Middle,Local,Astana,Дата аналитика | Data Analysis,Образование (Education),,2024-11-06 16:30:40
800000,4,2024,,,,Chief Product Officer (CPO),Senior,Local,Almaty,BI,Финтех,,2024-11-06 16:05:23
1000000,4,2024,,,,Project Manager,Senior,Local,Almaty,,Промышленность,,2024-11-06 06:25:42
1100000,4,2024,,,,Backend Developer,Middle,Local,Almaty,Python,Финтех,,2024-11-06 05:21:45
1000000,3,2024,,,,Quality Assurance (QA),Middle,Local,Almaty,Kotlin,IT продукт,,2024-11-05 09:38:47
400000,4,2024,,,,Mobile Developer,Junior,Local,Almaty,Flutter,Стартап,,2024-11-05 09:06:31
850000,4,2024,,,,Frontend Developer,Middle,Local,Astana,React,Телеком,,2024-11-05 07:04:29
700000,4,2024,,,,IT HR,Lead,Local,Astana,,IT продукт,,2024-11-05 06:51:09
1250000,4,2024,,,,Backend Developer,Middle,Local,Astana,PHP,Банк,,2024-11-05 06:43:21
1200000,4,2024,,,,Frontend Developer,Middle,Local,Taraz,React,Торговля (FMCG, Retail),,2024-11-05 06:20:17
1350000,4,2024,,,,Frontend Developer,Senior,Local,Almaty,React,Банк,,2024-11-05 05:32:58
700000,4,2024,,,,Frontend Developer,Middle,Local,Astana,Vue,IT продукт,,2024-11-05 05:28:57
200000,4,2024,,,,Frontend Developer,Junior,Local,Almaty,React,IT продукт,,2024-11-04 09:24:27
120000,4,2024,,,,Frontend Developer,Trainee,Local,Almaty,React,Стартап,,2024-11-03 19:46:34
1200000,4,2024,,,,Delivery Manager,Senior,Local,Almaty,,Финтех,,2024-11-02 06:21:54
150000,4,2024,,,,Backend Developer,Trainee,Local,Astana,Golang,IT продукт,,2024-11-01 12:16:43
500000,4,2024,,,,Machine Learning Developer | ML разработчик,Middle,Local,Astana,Python,Агропромышленность,,2024-11-01 07:55:09
900000,4,2024,,,,Chief Technical Officer (CTO),Lead,Local,Almaty,,Торговля (FMCG, Retail),,2024-11-01 04:52:03
790000,4,2024,,,,Quality Assurance (QA),Lead,Local,Almaty,Selenide,IT продукт,,2024-10-31 12:43:03
800000,4,2024,,,,Frontend Developer,Middle,Local,Astana,React,IT продукт,,2024-10-28 19:13:30
996000,3,2024,,,,Backend Developer,Senior,Local,Almaty,Java,Телеком,,2024-10-28 16:47:03
90000,4,2024,,,,DevOps,Trainee,Local,,,Продажи и маркетинг,,2024-10-28 16:45:32
450000,4,2024,,,,Backend Developer,Middle,Local,Astana,Python,IT продукт,,2024-10-28 15:43:58
600000,4,2024,,,,Mobile Developer,Middle,Local,Almaty,Flutter,Стартап,,2024-10-28 07:28:29
550000,3,2024,,,,Business Analyst (BA),Middle,Local,Astana,Python,IT продукт,,2024-10-28 06:47:12
500000,4,2024,,,,UI/UX Designer,Junior,Foreign,Shymkent,,IT аутсорс/аутстафф,,2024-10-27 16:15:10
700000,1,2024,,,,DevOps,Middle,Local,Almaty,,Финтех,,2024-10-27 13:18:24
2700000,3,2024,,,,Fullstack Developer,Lead,Foreign,Almaty,Python,Финтех,,2024-10-23 09:49:57
1300000,4,2024,24,Female,2020,Дата инженер | Data Engineer,Middle,Foreign,Almaty,Python,IT аутсорс/аутстафф,,2024-10-22 07:48:12
700000,4,2024,,,,Fullstack Developer,Junior,Local,Almaty,Ruby,Продажи и маркетинг,,2024-10-21 09:03:37
400000,4,2024,,,,Frontend Developer,Middle,Local,Astana,React,IT аутсорс/аутстафф,,2024-10-21 08:26:56
300000,4,2024,,,,Quality Assurance (QA),Junior,Local,Astana,,IT продукт,,2024-10-21 08:20:21
600000,4,2024,,,,Frontend Developer,Middle,Local,Almaty,React,Финтех,,2024-10-21 07:18:16
1250000,4,2024,,,,Frontend Developer,Middle,Foreign,Petropavl,React,Финтех,,2024-10-20 20:50:54
900000,4,2024,,,,Frontend Developer,Middle,Local,Almaty,Vue,Банк,,2024-10-20 15:29:15
1500000,4,2024,,,,Product Designer,Lead,Local,Almaty,,Банк,,2024-10-19 17:06:45
1000000,4,2024,,,,Frontend Developer,Senior,Local,Astana,React,IT продукт,,2024-10-18 12:56:01
700000,4,2024,,,,DevOps,Middle,Local,Astana,Python,IT продукт,,2024-10-18 10:25:56
400000,4,2024,,,,UI/UX Designer,Junior,Local,Almaty,Vue,Стартап,,2024-10-17 11:46:48
340000,4,2024,,,,Backend Developer,Junior,Local,Astana,.NET,Продажи и маркетинг,,2024-10-17 10:42:52
900000,4,2024,,,,IT HR,Senior,Local,Almaty,,Финтех,,2024-10-17 09:51:09
440000,4,2024,,,,Информационная безопасность,Middle,Local,Almaty,,Нефть и газ,,2024-10-17 08:40:27
280000,4,2024,,,,Data Scientist,Junior,Local,Almaty,Python,Банк,,2024-10-17 07:02:30
520000,4,2024,,,,Тестировщик (Tester),Middle,Foreign,Karaganda,,IT аутсорс/аутстафф,,2024-10-17 02:42:39
1200000,2,2024,,,,Product Manager,Senior,Local,Almaty,,Банк,,2024-10-16 12:43:46
450000,4,2024,,,,Fullstack Developer,Junior,Local,Astana,.NET,Образование (Education),,2024-10-16 09:43:39
500000,4,2024,,,,IT Recruiter | Рекрутер,Middle,Local,Astana,,Другое | Other,,2024-10-16 06:44:44
500000,3,2024,,,,Product Manager,Middle,Local,Astana,,IT продукт,,2024-10-16 06:21:40
150000,4,2024,26,Male,2024,Technical Support,Junior,Local,Astana,,Другое | Other,,2024-10-16 05:38:21
600000,4,2024,,,,Quality Assurance (QA),Middle,Local,Almaty,Другое,Банк,,2024-10-15 21:11:24
2100000,4,2024,,,,Quality Assurance (QA),Senior,Local,Astana,Kotlin,Финтех,,2024-10-14 20:56:40
980000,4,2024,,,,Backend Developer,Middle,Local,Almaty,Golang,Банк,,2024-10-14 10:45:23
350000,4,2024,21,Male,2023,Project Manager,Middle,Local,Almaty,,IT продукт,,2024-10-14 10:17:40
1800000,4,2024,,,,Системный аналитик | System Analyst,Senior,Local,Almaty,Golang,Финтех,,2024-10-14 09:54:25
1500000,4,2024,,,,Frontend Developer,Senior,Local,Almaty,Vue,Банк,,2024-10-14 06:08:09
800000,4,2024,,,,Backend Developer,Middle,Foreign,Almaty,Golang,Банк,,2024-10-12 06:01:58
1200000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Foreign,,,Банк,,2024-10-11 13:05:57
1150000,4,2024,,Male,,BI Developer,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
1500000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,BI,Банк,,2024-10-11 13:05:57
500000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
2100000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Foreign,Almaty,,IT продукт,,2024-10-11 13:05:57
500000,4,2024,,Female,,,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
390000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
300000,4,2024,,Female,,BI Developer,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
650000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
1770000,4,2024,,Male,,Тимлид | Teamleader,Senior,Local,Almaty,,Продажи и маркетинг,,2024-10-11 13:05:57
600000,4,2024,,Male,,BI Developer,Middle,Local,Astana,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
1500000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,Дата аналитика | Data Analysis,Банк,,2024-10-11 13:05:57
1765000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,Data Warehouse | DWH,IT продукт,,2024-10-11 13:05:57
650000,4,2024,,Female,,BI Developer,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
1900000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
400000,4,2024,,Female,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
350000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Телеком,,2024-10-11 13:05:57
3443000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Foreign,Astana,,IT продукт,,2024-10-11 13:05:57
1350000,4,2024,,Male,,Тимлид | Teamleader,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
450000,4,2024,,Male,,BI Developer,Junior,Local,Astana,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
280000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
700000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
1000000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Foreign,Almaty,,Продажи и маркетинг,,2024-10-11 13:05:57
1000000,4,2024,,Male,,Дата инженер | Data Engineer,Senior,Foreign,Almaty,,IT продукт,,2024-10-11 13:05:57
450000,4,2024,,Male,,BI Developer,Senior,Local,Almaty,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
390000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
2500000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Astana,Machine Learning | ML,IT продукт,,2024-10-11 13:05:57
920000,4,2024,,Female,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
400000,4,2024,,Female,,BI Developer,Senior,Local,Almaty,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
1800000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,Дата аналитика | Data Analysis,Телеком,,2024-10-11 13:05:57
900000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,Дата аналитика | Data Analysis,Банк,,2024-10-11 13:05:57
2200000,4,2024,,Male,,Тимлид | Teamleader,Middle,Foreign,Almaty,,Стартап,,2024-10-11 13:05:57
500000,4,2024,,Female,,Data Warehouse Specialist | DWH,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
450000,4,2024,,Male,,Дата инженер | Data Engineer,Junior,Local,Astana,,Телеком,,2024-10-11 13:05:57
550000,4,2024,,Female,,Дата аналитик | Data Analyst,Middle,Local,Astana,,Телеком,,2024-10-11 13:05:57
1300000,4,2024,,Female,,Дата аналитик | Data Analyst,Senior,Local,Astana,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
300000,4,2024,,Female,,Дата инженер | Data Engineer,Junior,Local,Shymkent,,Банк,,2024-10-11 13:05:57
900000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Продажи и маркетинг,,2024-10-11 13:05:57
1000000,4,2024,,Male,,,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
700000,4,2024,,Female,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Стартап,,2024-10-11 13:05:57
3333333,4,2024,,Male,,Head Of Department,Lead,Local,Astana,,IT продукт,,2024-10-11 13:05:57
400000,4,2024,,Male,,,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
378880,4,2024,,Male,,,Senior,Foreign,,,Стартап,,2024-10-11 13:05:57
300000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Astana,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
2440000,4,2024,,Male,,Дата инженер | Data Engineer,Senior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
550000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
3500000,4,2024,,Male,,Head Of Department,Lead,Local,Almaty,Дата аналитика | Data Analysis,IT продукт,,2024-10-11 13:05:57
1700000,4,2024,,Male,,,Middle,Foreign,Almaty,,IT продукт,,2024-10-11 13:05:57
1300000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
500000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Astana,,Телеком,,2024-10-11 13:05:57
1000000,4,2024,,Female,,Data Warehouse Specialist | DWH,Senior,Local,Almaty,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
1600000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
800000,4,2024,,Male,,BI Developer,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
700000,4,2024,,Female,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Телеком,,2024-10-11 13:05:57
2100000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Astana,,IT продукт,,2024-10-11 13:05:57
300000,4,2024,,Male,,BI Developer,Middle,Local,Almaty,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
400000,4,2024,,Female,,BI Developer,Middle,Local,Astana,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
600000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,,,Телеком,,2024-10-11 13:05:57
400000,4,2024,,Male,,,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
500000,4,2024,,Female,,Дата аналитик | Data Analyst,Middle,Local,Astana,,Продажи и маркетинг,,2024-10-11 13:05:57
1100000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
800000,4,2024,,Female,,Дата аналитик | Data Analyst,Senior,Local,,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
800000,4,2024,,Male,,,Middle,Local,Almaty,,Продажи и маркетинг,,2024-10-11 13:05:57
560000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Телеком,,2024-10-11 13:05:57
650000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
700000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
1070000,4,2024,,Male,,Дата инженер | Data Engineer,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
320000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Astana,,Стартап,,2024-10-11 13:05:57
450000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Foreign,,,IT продукт,,2024-10-11 13:05:57
2280000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Foreign,Almaty,,IT продукт,,2024-10-11 13:05:57
360000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Astana,,Продажи и маркетинг,,2024-10-11 13:05:57
800000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Local,Almaty,,Продажи и маркетинг,,2024-10-11 13:05:57
750000,4,2024,,Female,,BI Developer,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
100000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Shymkent,,Стартап,,2024-10-11 13:05:57
700000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
600000,4,2024,,Male,,Дата инженер | Data Engineer,Senior,Local,Astana,,Телеком,,2024-10-11 13:05:57
800000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,Astana,,Стартап,,2024-10-11 13:05:57
2100000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
800000,4,2024,,Male,,,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
1200000,4,2024,,Male,,Дата инженер | Data Engineer,Senior,Local,Almaty,,Телеком,,2024-10-11 13:05:57
600000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Телеком,,2024-10-11 13:05:57
500000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
400000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
1900000,4,2024,,Female,,Тимлид | Teamleader,Lead,Local,Almaty,,Банк,,2024-10-11 13:05:57
580000,4,2024,,Female,,Дата инженер | Data Engineer,Middle,Foreign,,,Продажи и маркетинг,,2024-10-11 13:05:57
950000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
750000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
1200000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
500000,4,2024,,Female,,BI Developer,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
1000000,4,2024,,Female,,Тимлид | Teamleader,Middle,Local,Astana,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
1640000,4,2024,,Male,,,Senior,Local,,,Банк,,2024-10-11 13:05:57
3500000,4,2024,,Male,,Head Of Department,Lead,Local,Almaty,Дата аналитика | Data Analysis,Телеком,,2024-10-11 13:05:57
750000,4,2024,,Male,,,Senior,Local,Astana,,Банк,,2024-10-11 13:05:57
690000,4,2024,,Male,,Тимлид | Teamleader,Senior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
1000000,4,2024,,Female,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
1000000,4,2024,,Female,,Тимлид | Teamleader,Lead,Local,Almaty,,Телеком,,2024-10-11 13:05:57
1400000,4,2024,,Female,,Дата инженер | Data Engineer,Middle,Foreign,,,Банк,,2024-10-11 13:05:57
700000,4,2024,,Male,,BI Developer,Junior,Foreign,Astana,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
775000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Local,Astana,,Банк,,2024-10-11 13:05:57
1000000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
500000,4,2024,,Female,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
800000,4,2024,,Female,,Дата инженер | Data Engineer,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
500000,4,2024,,Female,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
500000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
1000000,4,2024,,Female,,Тимлид | Teamleader,Lead,Local,Astana,BI,Продажи и маркетинг,,2024-10-11 13:05:57
674000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Local,Astana,,Телеком,,2024-10-11 13:05:57
2500000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,Data Warehouse | DWH,Телеком,,2024-10-11 13:05:57
320000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Astana,,Продажи и маркетинг,,2024-10-11 13:05:57
430000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,,,Продажи и маркетинг,,2024-10-11 13:05:57
1300000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
750000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
600000,4,2024,,Female,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Стартап,,2024-10-11 13:05:57
1200000,4,2024,,Male,,,Senior,Foreign,Almaty,,Банк,,2024-10-11 13:05:57
700000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
1950000,4,2024,,Female,,BI Developer,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
550000,4,2024,,Female,,Риск аналитик,Middle,Local,Almaty,,Телеком,,2024-10-11 13:05:57
1300000,4,2024,,Male,,,Middle,Local,Almaty,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
1300000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,Data Warehouse | DWH,Банк,,2024-10-11 13:05:57
800000,4,2024,,Male,,,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
2005100,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Foreign,Almaty,,Банк,,2024-10-11 13:05:57
700000,4,2024,,Male,,Дата инженер | Data Engineer,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
500000,4,2024,,Female,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Телеком,,2024-10-11 13:05:57
500000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Local,Astana,,Телеком,,2024-10-11 13:05:57
520000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
535000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Foreign,,,IT продукт,,2024-10-11 13:05:57
700000,4,2024,,Male,,,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
520000,4,2024,,Female,,,Junior,Local,,,IT продукт,,2024-10-11 13:05:57
1900000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Foreign,Astana,,Банк,,2024-10-11 13:05:57
1300000,4,2024,,Male,,Дата инженер | Data Engineer,Senior,Foreign,Almaty,,IT продукт,,2024-10-11 13:05:57
450000,4,2024,,Male,,Дата инженер | Data Engineer,Junior,Local,Almaty,,Стартап,,2024-10-11 13:05:57
1000000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,Дата аналитика | Data Analysis,Торговля (FMCG, Retail),,2024-10-11 13:05:57
1000000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
650000,4,2024,,Male,,BI Developer,Senior,Local,Astana,,Телеком,,2024-10-11 13:05:57
250000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Almaty,,Продажи и маркетинг,,2024-10-11 13:05:57
440000,4,2024,,Female,,Тимлид | Teamleader,Lead,Local,Almaty,Дата аналитика | Data Analysis,Торговля (FMCG, Retail),,2024-10-11 13:05:57
1600000,4,2024,,Male,,Тимлид | Teamleader,Middle,Local,Astana,,Банк,,2024-10-11 13:05:57
255000,4,2024,,Male,,Data Warehouse Specialist | DWH,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
1300000,4,2024,,Female,,Дата инженер | Data Engineer,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
1076000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Foreign,Astana,,IT продукт,,2024-10-11 13:05:57
700000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
1070000,4,2024,,Male,,Дата аналитик | Data Analyst,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
2000000,4,2024,,Male,,,Senior,Local,Shymkent,,Банк,,2024-10-11 13:05:57
1100000,4,2024,,Female,,Дата инженер | Data Engineer,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
450000,4,2024,,Female,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
550000,4,2024,,Male,,,Middle,Local,Almaty,,Телеком,,2024-10-11 13:05:57
3000000,4,2024,,Male,,Тимлид | Teamleader,Lead,Foreign,Almaty,Дата аналитика | Data Analysis,IT продукт,,2024-10-11 13:05:57
650000,4,2024,,Female,,BI Developer,Senior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
1500000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,,Банк,,2024-10-11 13:05:57
640000,4,2024,,Female,,Data Warehouse Specialist | DWH,Senior,Local,Astana,,Продажи и маркетинг,,2024-10-11 13:05:57
400000,4,2024,,Male,,Тимлид | Teamleader,Junior,Foreign,Almaty,,IT продукт,,2024-10-11 13:05:57
650000,4,2024,,Female,,Дата аналитик | Data Analyst,Senior,Local,Astana,,IT продукт,,2024-10-11 13:05:57
600000,4,2024,,Male,,,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
390000,4,2024,,Male,,Дата аналитик | Data Analyst,Junior,Local,Almaty,,Банк,,2024-10-11 13:05:57
700000,4,2024,,Female,,Дата аналитик | Data Analyst,Middle,Local,Astana,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
900000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
2100000,4,2024,,Male,,Тимлид | Teamleader,Senior,Foreign,Almaty,,IT аутсорс/аутстафф,,2024-10-11 13:05:57
600000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
800000,4,2024,,Female,,,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
1000000,4,2024,,Female,,,Middle,Local,Almaty,,Телеком,,2024-10-11 13:05:57
400000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
1150000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Local,Astana,,Банк,,2024-10-11 13:05:57
745000,4,2024,,Female,,BI Developer,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
1400000,4,2024,,Male,,Data Warehouse Specialist | DWH,Senior,Local,Almaty,,Банк,,2024-10-11 13:05:57
750000,4,2024,,Male,,,Middle,Local,Astana,,Телеком,,2024-10-11 13:05:57
560000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Astana,,Банк,,2024-10-11 13:05:57
3000000,4,2024,,Male,,Head Of Department,Lead,Local,Astana,Дата аналитика | Data Analysis,Банк,,2024-10-11 13:05:57
410000,4,2024,,Male,,BI Developer,Middle,Local,Astana,,Телеком,,2024-10-11 13:05:57
300000,4,2024,,Female,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
1600000,4,2024,,Male,,Дата инженер | Data Engineer,Middle,Foreign,,,IT продукт,,2024-10-11 13:05:57
1800000,4,2024,,Male,,Head Of Department,Lead,Local,Almaty,Дата аналитика | Data Analysis,Торговля (FMCG, Retail),,2024-10-11 13:05:57
250000,4,2024,,Female,,Дата аналитик | Data Analyst,Senior,Local,Astana,,Торговля (FMCG, Retail),,2024-10-11 13:05:57
900000,4,2024,,Female,,Дата аналитик | Data Analyst,Junior,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
700000,4,2024,,Female,,Data Warehouse Specialist | DWH,Middle,Local,Astana,,Банк,,2024-10-11 13:05:57
780000,4,2024,,Female,,Дата инженер | Data Engineer,Senior,Local,Almaty,,Телеком,,2024-10-11 13:05:57
1100000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,Продажи и маркетинг,,2024-10-11 13:05:57
800000,4,2024,,Male,,,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
600000,4,2024,,Female,,Дата инженер | Data Engineer,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
1320000,4,2024,,Male,,Тимлид | Teamleader,Lead,Local,Almaty,Data Warehouse | DWH,Банк,,2024-10-11 13:05:57
450000,4,2024,,Male,,Дата аналитик | Data Analyst,Middle,Local,Almaty,,IT продукт,,2024-10-11 13:05:57
800000,4,2024,,Female,,Дата инженер | Data Engineer,Senior,Local,Almaty,,Телеком,,2024-10-11 13:05:57
900000,4,2024,,Male,,Data Warehouse Specialist | DWH,Middle,Local,Almaty,,Банк,,2024-10-11 13:05:57
